Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,023804,2019,01,01,0.0,,Y
IDCJAC0009,023804,2019,01,02,0.0,,Y
IDCJAC0009,023804,2019,01,03,0.0,,Y
IDCJAC0009,023804,2019,01,04,0.0,,Y
IDCJAC0009,023804,2019,01,05,0.0,,Y
IDCJAC0009,023804,2019,01,06,0.0,,Y
IDCJAC0009,023804,2019,01,07,0.0,,Y
IDCJAC0009,023804,2019,01,08,0.0,,Y
IDCJAC0009,023804,2019,01,09,0.4,1,Y
IDCJAC0009,023804,2019,01,10,0.0,,Y
IDCJAC0009,023804,2019,01,11,0.0,,Y
IDCJAC0009,023804,2019,01,12,0.0,,Y
IDCJAC0009,023804,2019,01,13,0.0,,Y
IDCJAC0009,023804,2019,01,14,0.0,1,Y
IDCJAC0009,023804,2019,01,15,0.0,,Y
IDCJAC0009,023804,2019,01,16,0.0,,Y
IDCJAC0009,023804,2019,01,17,0.2,1,Y
IDCJAC0009,023804,2019,01,18,0.8,1,Y
IDCJAC0009,023804,2019,01,19,0.0,,Y
IDCJAC0009,023804,2019,01,20,0.0,,Y
IDCJAC0009,023804,2019,01,21,0.0,,Y
IDCJAC0009,023804,2019,01,22,0.0,,Y
IDCJAC0009,023804,2019,01,23,0.0,,Y
IDCJAC0009,023804,2019,01,24,0.0,,Y
IDCJAC0009,023804,2019,01,25,0.0,,Y
IDCJAC0009,023804,2019,01,26,0.0,,Y
IDCJAC0009,023804,2019,01,27,0.0,,Y
IDCJAC0009,023804,2019,01,28,0.0,,Y
IDCJAC0009,023804,2019,01,29,0.0,1,Y
IDCJAC0009,023804,2019,01,30,0.0,1,Y
IDCJAC0009,023804,2019,01,31,0.0,,Y
IDCJAC0009,023804,2019,02,01,0.0,,Y
IDCJAC0009,023804,2019,02,02,0.0,1,Y
IDCJAC0009,023804,2019,02,03,0.0,,Y
IDCJAC0009,023804,2019,02,04,0.0,,Y
IDCJAC0009,023804,2019,02,05,0.0,,Y
IDCJAC0009,023804,2019,02,06,1.4,1,Y
IDCJAC0009,023804,2019,02,07,0.0,,Y
IDCJAC0009,023804,2019,02,08,0.4,1,Y
IDCJAC0009,023804,2019,02,09,1.6,1,Y
IDCJAC0009,023804,2019,02,10,0.6,1,Y
IDCJAC0009,023804,2019,02,11,0.2,1,Y
IDCJAC0009,023804,2019,02,12,1.4,1,Y
IDCJAC0009,023804,2019,02,13,2.8,1,Y
IDCJAC0009,023804,2019,02,14,0.0,,Y
IDCJAC0009,023804,2019,02,15,0.0,,Y
IDCJAC0009,023804,2019,02,16,0.0,,Y
IDCJAC0009,023804,2019,02,17,0.0,,Y
IDCJAC0009,023804,2019,02,18,0.0,,Y
IDCJAC0009,023804,2019,02,19,0.0,,Y
IDCJAC0009,023804,2019,02,20,0.0,,Y
IDCJAC0009,023804,2019,02,21,0.2,1,Y
IDCJAC0009,023804,2019,02,22,0.0,,Y
IDCJAC0009,023804,2019,02,23,0.0,1,Y
IDCJAC0009,023804,2019,02,24,0.0,1,Y
IDCJAC0009,023804,2019,02,25,0.0,,Y
IDCJAC0009,023804,2019,02,26,0.0,,Y
IDCJAC0009,023804,2019,02,27,0.0,1,Y
IDCJAC0009,023804,2019,02,28,0.0,1,Y
IDCJAC0009,023804,2019,03,01,0.0,,N
IDCJAC0009,023804,2019,03,02,0.0,,N
IDCJAC0009,023804,2019,03,03,0.0,,N
IDCJAC0009,023804,2019,03,04,0.0,,N
IDCJAC0009,023804,2019,03,05,0.0,,N
IDCJAC0009,023804,2019,03,06,5.8,1,N
IDCJAC0009,023804,2019,03,07,0.4,1,N
IDCJAC0009,023804,2019,03,08,0.0,,N
IDCJAC0009,023804,2019,03,09,0.0,1,N
IDCJAC0009,023804,2019,03,10,0.0,,N
IDCJAC0009,023804,2019,03,11,0.0,,N
IDCJAC0009,023804,2019,03,12,0.6,1,N
IDCJAC0009,023804,2019,03,13,1.4,1,N
IDCJAC0009,023804,2019,03,14,0.0,1,N
IDCJAC0009,023804,2019,03,15,0.0,,N
IDCJAC0009,023804,2019,03,16,0.0,,N
IDCJAC0009,023804,2019,03,17,0.0,,N
IDCJAC0009,023804,2019,03,18,0.0,1,N
IDCJAC0009,023804,2019,03,19,0.0,1,N
IDCJAC0009,023804,2019,03,20,0.0,1,N
IDCJAC0009,023804,2019,03,21,0.0,,N
IDCJAC0009,023804,2019,03,22,0.0,,N
IDCJAC0009,023804,2019,03,23,0.0,1,N
IDCJAC0009,023804,2019,03,24,0.4,1,N
IDCJAC0009,023804,2019,03,25,1.8,1,N
IDCJAC0009,023804,2019,03,26,0.0,1,N
IDCJAC0009,023804,2019,03,27,0.0,1,N
IDCJAC0009,023804,2019,03,28,0.0,1,N
IDCJAC0009,023804,2019,03,29,0.0,,N
IDCJAC0009,023804,2019,03,30,8.0,1,N
IDCJAC0009,023804,2019,03,31,0.6,1,N
IDCJAC0009,023804,2019,04,01,0.0,,Y
IDCJAC0009,023804,2019,04,02,0.0,1,Y
IDCJAC0009,023804,2019,04,03,0.0,,Y
IDCJAC0009,023804,2019,04,04,0.4,1,Y
IDCJAC0009,023804,2019,04,05,0.0,,Y
IDCJAC0009,023804,2019,04,06,0.0,,Y
IDCJAC0009,023804,2019,04,07,0.0,1,Y
IDCJAC0009,023804,2019,04,08,0.0,1,Y
IDCJAC0009,023804,2019,04,09,4.4,1,Y
IDCJAC0009,023804,2019,04,10,0.6,1,Y
IDCJAC0009,023804,2019,04,11,0.0,1,Y
IDCJAC0009,023804,2019,04,12,0.0,1,Y
IDCJAC0009,023804,2019,04,13,0.4,1,Y
IDCJAC0009,023804,2019,04,14,1.4,1,Y
IDCJAC0009,023804,2019,04,15,0.0,,Y
IDCJAC0009,023804,2019,04,16,0.0,,Y
IDCJAC0009,023804,2019,04,17,0.0,,Y
IDCJAC0009,023804,2019,04,18,0.0,,Y
IDCJAC0009,023804,2019,04,19,0.0,,Y
IDCJAC0009,023804,2019,04,20,0.0,,Y
IDCJAC0009,023804,2019,04,21,0.4,1,Y
IDCJAC0009,023804,2019,04,22,0.8,1,Y
IDCJAC0009,023804,2019,04,23,0.0,,Y
IDCJAC0009,023804,2019,04,24,0.0,,Y
IDCJAC0009,023804,2019,04,25,0.0,1,Y
IDCJAC0009,023804,2019,04,26,0.8,1,Y
IDCJAC0009,023804,2019,04,27,0.0,,Y
IDCJAC0009,023804,2019,04,28,0.0,,Y
IDCJAC0009,023804,2019,04,29,0.2,1,Y
IDCJAC0009,023804,2019,04,30,0.0,,Y
IDCJAC0009,023804,2019,05,01,8.4,1,Y
IDCJAC0009,023804,2019,05,02,7.0,1,Y
IDCJAC0009,023804,2019,05,03,0.4,1,Y
IDCJAC0009,023804,2019,05,04,4.6,1,Y
IDCJAC0009,023804,2019,05,05,0.0,,Y
IDCJAC0009,023804,2019,05,06,0.0,1,Y
IDCJAC0009,023804,2019,05,07,0.0,1,Y
IDCJAC0009,023804,2019,05,08,7.8,1,Y
IDCJAC0009,023804,2019,05,09,9.6,1,Y
IDCJAC0009,023804,2019,05,10,13.2,1,Y
IDCJAC0009,023804,2019,05,11,0.6,1,Y
IDCJAC0009,023804,2019,05,12,0.2,1,Y
IDCJAC0009,023804,2019,05,13,0.0,1,Y
IDCJAC0009,023804,2019,05,14,0.0,1,Y
IDCJAC0009,023804,2019,05,15,0.0,1,Y
IDCJAC0009,023804,2019,05,16,0.0,1,Y
IDCJAC0009,023804,2019,05,17,0.0,1,Y
IDCJAC0009,023804,2019,05,18,0.0,1,Y
IDCJAC0009,023804,2019,05,19,0.0,,Y
IDCJAC0009,023804,2019,05,20,4.4,1,Y
IDCJAC0009,023804,2019,05,21,0.4,1,Y
IDCJAC0009,023804,2019,05,22,0.0,1,Y
IDCJAC0009,023804,2019,05,23,0.0,1,Y
IDCJAC0009,023804,2019,05,24,1.6,1,Y
IDCJAC0009,023804,2019,05,25,5.4,1,Y
IDCJAC0009,023804,2019,05,26,7.4,1,Y
IDCJAC0009,023804,2019,05,27,3.4,1,Y
IDCJAC0009,023804,2019,05,28,0.6,1,Y
IDCJAC0009,023804,2019,05,29,3.8,1,Y
IDCJAC0009,023804,2019,05,30,2.4,1,Y
IDCJAC0009,023804,2019,05,31,0.6,1,Y
IDCJAC0009,023804,2019,06,01,0.6,1,Y
IDCJAC0009,023804,2019,06,02,0.6,1,Y
IDCJAC0009,023804,2019,06,03,1.8,1,Y
IDCJAC0009,023804,2019,06,04,0.6,1,Y
IDCJAC0009,023804,2019,06,05,1.0,1,Y
IDCJAC0009,023804,2019,06,06,0.0,,Y
IDCJAC0009,023804,2019,06,07,0.0,1,Y
IDCJAC0009,023804,2019,06,08,0.0,1,Y
IDCJAC0009,023804,2019,06,09,0.0,,Y
IDCJAC0009,023804,2019,06,10,4.8,1,Y
IDCJAC0009,023804,2019,06,11,0.0,1,Y
IDCJAC0009,023804,2019,06,12,14.0,1,Y
IDCJAC0009,023804,2019,06,13,2.4,1,Y
IDCJAC0009,023804,2019,06,14,12.8,1,Y
IDCJAC0009,023804,2019,06,15,2.4,1,Y
IDCJAC0009,023804,2019,06,16,0.4,1,Y
IDCJAC0009,023804,2019,06,17,0.0,1,Y
IDCJAC0009,023804,2019,06,18,6.6,1,Y
IDCJAC0009,023804,2019,06,19,4.2,1,Y
IDCJAC0009,023804,2019,06,20,0.0,1,Y
IDCJAC0009,023804,2019,06,21,0.0,1,Y
IDCJAC0009,023804,2019,06,22,0.0,1,Y
IDCJAC0009,023804,2019,06,23,0.0,1,Y
IDCJAC0009,023804,2019,06,24,0.0,1,Y
IDCJAC0009,023804,2019,06,25,0.0,1,Y
IDCJAC0009,023804,2019,06,26,0.0,1,Y
IDCJAC0009,023804,2019,06,27,0.0,1,Y
IDCJAC0009,023804,2019,06,28,0.0,,Y
IDCJAC0009,023804,2019,06,29,9.2,1,Y
IDCJAC0009,023804,2019,06,30,6.2,1,Y
